"","A_1","A_2","CO_1","CO_2","CO_3","H2_1","H2_2","H2_3","S_1","S_2","S_3"
"BFJEKD_03335",94,306,316,276,293,784,673,474,194,333,256
"BFJEKD_03340",2554,991,6438,16306,6892,4273,4952,7360,8325,6559,10686
"BFJEKD_03345",16795,5085,41600,84967,36981,17572,25034,46962,40162,34282,52869
"BFJEKD_03350",157,130,801,754,564,494,457,939,224,558,982
"BFJEKD_03355",512,700,728,701,544,845,1031,933,669,522,592
"BFJEKD_03360",66,286,177,122,122,125,161,195,42,107,117
"BFJEKD_03365",2452,1185,1282,1490,1723,1196,1560,1874,2080,1568,1357
"BFJEKD_03370",318,275,303,319,339,234,342,392,500,353,285
"BFJEKD_03375",14363,5221,9377,13191,8185,3340,5908,8519,12974,7740,12403
"BFJEKD_03380",327,703,1856,1157,1512,1240,1557,1993,512,1361,1154
"BFJEKD_03385",732,2482,3119,2547,5737,5959,3974,4805,3164,5243,1917
"BFJEKD_03390",43,141,421,352,510,135,160,290,266,608,185
"BFJEKD_03395",623,646,1200,1056,1468,1818,2008,1124,2011,1371,659
"BFJEKD_03400",335,492,890,741,1536,1282,1253,749,1336,1115,587
"BFJEKD_03405",225,392,754,615,1265,838,787,566,1080,957,394
"BFJEKD_03410",184,432,529,510,542,1080,781,608,641,511,550
"BFJEKD_03415",3145,7342,863,616,1096,336,329,374,677,1240,1330
"BFJEKD_03420",3591,5505,1644,1102,1701,494,604,766,926,2149,2452
"BFJEKD_03425",380484,31684,492846,90602,348535,81414,150831,164948,11299,419798,162085
"BFJEKD_03430",339196,27781,378494,78122,274535,75989,130660,119181,7382,371803,139964
"BFJEKD_03435",36688,8007,30115,16534,21523,6275,9847,14227,1249,40560,18775
"BFJEKD_03440",788993,225136,852428,323413,624462,135163,263093,480088,18742,837637,479890
"BFJEKD_03445",18965,4534,18636,5341,15403,7750,8825,2657,914,22753,7712
"BFJEKD_03450",18881,4063,9676,4293,12446,4584,7621,1936,986,18548,4437
"BFJEKD_03455",41228,7478,16836,7046,27986,8679,15229,4164,1717,30081,7879
"BFJEKD_03460",12065,2617,1898,1120,3423,2257,2546,1000,398,3941,1224
"BFJEKD_03465",7633,918,883,455,1825,1169,1345,537,361,2120,348
"BFJEKD_03470",30335,2251,3208,1395,4821,2610,3903,1631,723,5549,1602
"BFJEKD_03475",5366,1416,1136,711,1510,1380,2227,707,417,1589,756
"BFJEKD_03480",3014,849,366,274,617,1213,877,249,189,588,329
"BFJEKD_03485",218,452,227,183,242,411,408,330,140,294,220
"BFJEKD_03490",277,352,412,418,383,349,456,420,369,520,361
"BFJEKD_03495",265,369,521,472,498,520,548,436,745,683,383
"BFJEKD_03500",187,304,284,288,314,316,236,233,386,510,244
"BFJEKD_03505",180,271,252,191,396,284,263,232,360,419,184
"BFJEKD_03510",187,278,374,275,385,317,369,321,759,433,252
"BFJEKD_03515",1159,1209,1510,1353,1458,1585,1894,1337,3039,1475,962
"BFJEKD_03520",1059,1245,1224,1376,1386,1601,1825,1348,2539,1356,1063
"BFJEKD_03525",760,1065,734,863,681,1105,1283,844,1577,840,585
"BFJEKD_03530",105,248,279,266,276,352,397,301,441,312,178
"BFJEKD_03535",167,397,188,521,174,1310,1580,5594,813,314,429
"BFJEKD_03540",163,268,288,980,268,2589,3039,35618,2217,366,687
"BFJEKD_03545",119,354,330,791,299,3161,3002,60476,2133,361,534
"BFJEKD_03550",485,1181,976,1975,779,32668,27003,350443,5979,1115,1534
"BFJEKD_03555",343,673,574,981,374,17629,27695,309296,3465,543,554
"BFJEKD_03560",1285,1291,1271,1376,1259,918,1840,1596,2221,1098,895
"BFJEKD_03565",691,1285,682,636,451,658,933,460,1444,485,610
"BFJEKD_03570",4640,5372,11146,5085,6038,1247,2012,1912,18074,4623,7298
"BFJEKD_03575",59,159,63,67,58,22,12,16,686,31,57
"BFJEKD_03580",475,770,904,1264,1960,322,462,210,6637,941,353
"BFJEKD_03585",6021,4439,672,1454,948,703,838,898,2844,510,831
"BFJEKD_03590",1507,1915,279,518,304,371,449,409,784,235,317
"BFJEKD_03595",478,1706,454,502,415,374,403,354,1008,344,228
"BFJEKD_03600",125,769,149,184,184,223,168,186,335,184,86
"BFJEKD_03605",57,918,104,134,107,113,110,141,299,94,104
